NO.	compound_name	IUPAC_name	SMILES	CID	logBB	BBB+/BBB-	Inchi	threshold	reference	group	comments
5076	alfacalcidol	5-[2-[7a-methyl-1-(6-methylheptan-2-yl)-2,3,3a,5,6,7-hexahydro-1h-inden-4-ylidene]ethylidene]-4-methylidenecyclohexane-1,3-diol	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)C)CC(O)CC1O	2091		BBB-	InChI=1S/C27H44O2/c1-18(2)8-6-9-19(3)24-13-14-25-21(10-7-15-27(24,25)5)11-12-22-16-23(28)17-26(29)20(22)4/h11-12,18-19,23-26,28-29H,4,6-10,13-17H2,1-3,5H3		R14|	C	
5077	ergocalciferol	3-[2-[1-(5,6-dimethylhept-3-en-2-yl)-7a-methyl-2,3,3a,5,6,7-hexahydro-1h-inden-4-ylidene]ethylidene]-4-methylidenecyclohexan-1-ol	C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C	3249		BBB-	InChI=1S/C28H44O/c1-19(2)20(3)9-10-22(5)26-15-16-27-23(8-7-17-28(26,27)6)12-13-24-18-25(29)14-11-21(24)4/h9-10,12-13,19-20,22,25-27,29H,4,7-8,11,14-18H2,1-3,5-6H3		R14|	C	
5078	cholecalciferol (undefined stereochemistry)	3-[2-[7a-methyl-1-(6-methylheptan-2-yl)-2,3,3a,5,6,7-hexahydro-1h-inden-4-ylidene]ethylidene]-4-methylidenecyclohexan-1-ol	C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C	2735		BBB-	InChI=1S/C27H44O/c1-19(2)8-6-9-21(4)25-15-16-26-22(10-7-17-27(25,26)5)12-13-23-18-24(28)14-11-20(23)3/h12-13,19,21,24-26,28H,3,6-11,14-18H2,1-2,4-5H3		R14|	C	
5079	talipexole	6-prop-2-enyl-4,5,7,8-tetrahydro-[1,3]thiazolo[4,5-d]azepin-2-amine	C=CCN1CCc2nc(N)sc2CC1	5374		BBB+	InChI=1S/C10H15N3S/c1-2-5-13-6-3-8-9(4-7-13)14-10(11)12-8/h2H,1,3-7H2,(H2,11,12)		R14|R23|R37|	C	
5080	2-methyl-3-(3,7,11,15-tetramethylhexadec-2-enyl)naphthalene-1,4-dione	2-methyl-3-(3,7,11,15-tetramethylhexadec-2-enyl)naphthalene-1,4-dione	CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C	4812		BBB-	InChI=1S/C31H46O2/c1-22(2)12-9-13-23(3)14-10-15-24(4)16-11-17-25(5)20-21-27-26(6)30(32)28-18-7-8-19-29(28)31(27)33/h7-8,18-20,22-24H,9-17,21H2,1-6H3		R14|	C	
5081	epalrestat	2-[5-(2-methyl-3-phenylprop-2-enylidene)-4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl]acetic acid	CC(=Cc1ccccc1)C=C1SC(=S)N(CC(=O)O)C1=O	3235		BBB-	InChI=1S/C15H13NO3S2/c1-10(7-11-5-3-2-4-6-11)8-12-14(19)16(9-13(17)18)15(20)21-12/h2-8H,9H2,1H3,(H,17,18)		R14|	C	
5082	megestrol acetate	17-acetyl-17-hydroxy-6,10,13-trimethyl-2,8,9,11,12,14,15,16-octahydro-1h-cyclopenta[a]phenanthren-3-one	CC(=O)C1(O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C	4474932		BBB-	InChI=1S/C22H30O3/c1-13-11-16-17(20(3)8-5-15(24)12-19(13)20)6-9-21(4)18(16)7-10-22(21,25)14(2)23/h11-12,16-18,25H,5-10H2,1-4H3		R14|	C	
5083	medroxyprogesterone	17-acetyl-17-hydroxy-6,10,13-trimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1h-cyclopenta[a]phenanthren-3-one	CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C	541103		BBB-	InChI=1S/C22H32O3/c1-13-11-16-17(20(3)8-5-15(24)12-19(13)20)6-9-21(4)18(16)7-10-22(21,25)14(2)23/h12-13,16-18,25H,5-11H2,1-4H3		R14|	C	
5084	dydrogesterone	17-acetyl-10,13-dimethyl-1,2,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-one	CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C	3181		BBB-	InChI=1S/C21H28O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h4-5,12,16-19H,6-11H2,1-3H3		R14|R23|	C	
5085	iocetamic acid	3-(n-acetyl-3-amino-2,4,6-triiodoanilino)-2-methylpropanoic acid	CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I	27648		BBB-	InChI=1S/C12H13I3N2O3/c1-5(12(19)20)4-17(6(2)18)11-8(14)3-7(13)10(16)9(11)15/h3,5H,4,16H2,1-2H3,(H,19,20)		R14|	C	
5086	iohexol	5-[acetyl(2,3-dihydroxypropyl)amino]-1-n,3-n-bis(2,3-dihydroxypropyl)-2,4,6-triiodobenzene-1,3-dicarboxamide	CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I	3730		BBB-	InChI=1S/C19H26I3N3O9/c1-8(29)25(4-11(32)7-28)17-15(21)12(18(33)23-2-9(30)5-26)14(20)13(16(17)22)19(34)24-3-10(31)6-27/h9-11,26-28,30-32H,2-7H2,1H3,(H,23,33)(H,24,34)		R14|	C	
5087	sulfisoxazole acetyl	n-(4-aminophenyl)sulfonyl-n-(3,4-dimethyl-1,2-oxazol-5-yl)acetamide	CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1	6662		BBB-	InChI=1S/C13H15N3O4S/c1-8-9(2)15-20-13(8)16(10(3)17)21(18,19)12-6-4-11(14)5-7-12/h4-7H,14H2,1-3H3		R14|	C	
5088	methazolamide	n-(3-methyl-5-sulfamoyl-1,3,4-thiadiazol-2-ylidene)acetamide	CC(=O)N=c1sc(S(N)(=O)=O)nn1C	4100		BBB-	InChI=1S/C5H8N4O3S2/c1-3(10)7-4-9(2)8-5(13-4)14(6,11)12/h1-2H3,(H2,6,11,12)		R14|R23|	C	
5089	acetylcysteine	2-acetamido-3-sulfanylpropanoic acid	CC(=O)NC(CS)C(=O)O	581		BBB-	InChI=1S/C5H9NO3S/c1-3(7)6-4(2-10)5(8)9/h4,10H,2H2,1H3,(H,6,7)(H,8,9)		R14|	C	
5090	acetohydroxamic acid	n-hydroxyacetamide	CC(=O)NO	1990		BBB-	InChI=1S/C2H5NO2/c1-2(4)3-5/h5H,1H3,(H,3,4)		R14|R23|	C	
5091	thiacetazone	n-[4-[(carbamothioylhydrazinylidene)methyl]phenyl]acetamide	CC(=O)Nc1ccc(C=NNC(N)=S)cc1	2733749		BBB-	InChI=1S/C10H12N4OS/c1-7(15)13-9-4-2-8(3-5-9)6-12-14-10(11)16/h2-6H,1H3,(H,13,15)(H3,11,14,16)		R14|	C	
5092	ctk8i5337	[2-(9-fluoro-11,16,17-trihydroxy-10,13-dimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl)-2-oxoethyl] acetate	CC(=O)OCC(=O)C1(O)C(O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C	13756003		BBB-	InChI=1S/C23H29FO7/c1-12(25)31-11-19(29)23(30)17(27)9-16-15-5-4-13-8-14(26)6-7-20(13,2)22(15,24)18(28)10-21(16,23)3/h6-8,15-18,27-28,30H,4-5,9-11H2,1-3H3		R14|	C	
5093	triacetyl 6-azauridine	[3,4-diacetyloxy-5-(3,5-dioxo-1,2,4-triazin-2-yl)oxolan-2-yl]methyl acetate	CC(=O)OCC1OC(n2ncc(=O)[nH]c2=O)C(OC(C)=O)C1OC(C)=O	249187		BBB-	InChI=1S/C14H17N3O9/c1-6(18)23-5-9-11(24-7(2)19)12(25-8(3)20)13(26-9)17-14(22)16-10(21)4-15-17/h4,9,11-13H,5H2,1-3H3,(H,16,21,22)		R14|	C	
5094	acetyldigitoxin	[(2r,3r,4s,6s)-3-hydroxy-6-[(2r,3s,4s,6s)-4-hydroxy-6-[(2r,3s,4s,6r)-4-hydroxy-6-[[(3s,5r,8r,9s,10s,13r,14s,17r)-14-hydroxy-10,13-dimethyl-17-(5-oxo-2h-furan-3-yl)-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-yl]oxy]-2-methyloxan-3-yl]oxy-2-methyloxan-3-yl]oxy-2-methyloxan-4-yl] acetate	CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O	5284512		BBB-	InChI=1S/C43H66O14/c1-21-38(48)33(54-24(4)44)19-37(51-21)57-40-23(3)53-36(18-32(40)46)56-39-22(2)52-35(17-31(39)45)55-27-9-12-41(5)26(16-27)7-8-30-29(41)10-13-42(6)28(11-14-43(30,42)49)25-15-34(47)50-20-25/h15,21-23,26-33,35-40,45-46,48-49H,7-14,16-20H2,1-6H3/t21-,22-,23-,26-,27+,28-,29+,30-,31+,32+,33+,35+,36+,37+,38-,39-,40-,41+,42-,43+/m1/s1		R14|	C	
5095	menadiol sodium diphosphate	(4-acetyloxy-3-methylnaphthalen-1-yl) acetate	CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12	11310		BBB-	InChI=1S/C15H14O4/c1-9-8-14(18-10(2)16)12-6-4-5-7-13(12)15(9)19-11(3)17/h4-8H,1-3H3		R14|	C	
5096	cyclofenil	[4-[(4-acetyloxyphenyl)-cyclohexylidenemethyl]phenyl] acetate	CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1	2898		BBB-	InChI=1S/C23H24O4/c1-16(24)26-21-12-8-19(9-13-21)23(18-6-4-3-5-7-18)20-10-14-22(15-11-20)27-17(2)25/h8-15H,3-7H2,1-2H3		R14|	C	
5097	bisacodyl	[4-[(4-acetyloxyphenyl)-pyridin-2-ylmethyl]phenyl] acetate	CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1	2391		BBB-	InChI=1S/C22H19NO4/c1-15(24)26-19-10-6-17(7-11-19)22(21-5-3-4-14-23-21)18-8-12-20(13-9-18)27-16(2)25/h3-14,22H,1-2H3		R14|	C	
5098	diacerein	4,5-diacetyloxy-9,10-dioxoanthracene-2-carboxylic acid	CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O	26248		BBB-	InChI=1S/C19H12O8/c1-8(20)26-13-5-3-4-11-15(13)18(23)16-12(17(11)22)6-10(19(24)25)7-14(16)27-9(2)21/h3-7H,1-2H3,(H,24,25)		R14|	C	
5099	nitazoxanide	[2-[(5-nitro-1,3-thiazol-2-yl)carbamoyl]phenyl] acetate	CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1	41684		BBB-	InChI=1S/C12H9N3O5S/c1-7(16)20-9-5-3-2-4-8(9)11(17)14-12-13-6-10(21-12)15(18)19/h2-6H,1H3,(H,13,14,17)		R14|R15|R23|	C	
5100	mls000678252	s-(10,13-dimethyl-3,5'-dioxospiro[2,6,7,8,9,11,12,14,15,16-decahydro-1h-cyclopenta[a]phenanthrene-17,2'-oxolane]-7-yl) ethanethioate	CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12	5267		BBB-	InChI=1S/C24H32O4S/c1-14(25)29-19-13-15-12-16(26)4-8-22(15,2)17-5-9-23(3)18(21(17)19)6-10-24(23)11-7-20(27)28-24/h12,17-19,21H,4-11,13H2,1-3H3		R14|R15|	C	
5101	befunolol	1-[7-[2-hydroxy-3-(propan-2-ylamino)propoxy]-1-benzofuran-2-yl]ethanone	CC(=O)c1cc2cccc(OCC(O)CNC(C)C)c2o1	2309		BBB-	InChI=1S/C16H21NO4/c1-10(2)17-8-13(19)9-20-14-6-4-5-12-7-15(11(3)18)21-16(12)14/h4-7,10,13,17,19H,8-9H2,1-3H3		R14|	C	
5102	acetophenazine	1-[10-[3-[4-(2-hydroxyethyl)piperazin-1-yl]propyl]phenothiazin-3-yl]ethanone	CC(=O)c1ccc2c(c1)Sc1ccccc1N2CCCN1CCN(CCO)CC1	441185		BBB+	InChI=1S/C23H29N3O2S/c1-18(28)19-7-8-21-23(17-19)29-22-6-3-2-5-20(22)26(21)10-4-9-24-11-13-25(14-12-24)15-16-27/h2-3,5-8,17,27H,4,9-16H2,1H3		R14|	C	
5103	tiaprofenic	2-(5-benzoylthiophen-2-yl)propanoic acid	CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1	5468		BBB-	InChI=1S/C14H12O3S/c1-9(14(16)17)11-7-8-12(18-11)13(15)10-5-3-2-4-6-10/h2-9H,1H3,(H,16,17)		R14|	C	
5104	benoxaprofen	2-[2-(4-chlorophenyl)-1,3-benzoxazol-5-yl]propanoic acid	CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1	39941		BBB-	InChI=1S/C16H12ClNO3/c1-9(16(19)20)11-4-7-14-13(8-11)18-15(21-14)10-2-5-12(17)6-3-10/h2-9H,1H3,(H,19,20)		R14|	C	
5105	adefovir dipivoxil	[2-(6-aminopurin-9-yl)ethoxymethyl-(2,2-dimethylpropanoyloxymethoxy)phosphoryl]oxymethyl 2,2-dimethylpropanoate	CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C	60871		BBB-	InChI=1S/C20H32N5O8P/c1-19(2,3)17(26)30-11-32-34(28,33-12-31-18(27)20(4,5)6)13-29-8-7-25-10-24-14-15(21)22-9-23-16(14)25/h9-10H,7-8,11-13H2,1-6H3,(H2,21,22,23)		R14|R23|	C	
5106	finasteride	n-tert-butyl-9a,11a-dimethyl-7-oxo-1,2,3,3a,3b,4,5,5a,6,9b,10,11-dodecahydroindeno[5,4-f]quinoline-1-carboxamide	CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C	3350		BBB-	InChI=1S/C23H36N2O2/c1-21(2,3)25-20(27)17-8-7-15-14-6-9-18-23(5,13-11-19(26)24-18)16(14)10-12-22(15,17)4/h11,13-18H,6-10,12H2,1-5H3,(H,24,26)(H,25,27)		R14|R23|	C	
5107	talinolol	1-[4-[3-(tert-butylamino)-2-hydroxypropoxy]phenyl]-3-cyclohexylurea	CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1	68770		BBB-	InChI=1S/C20H33N3O3/c1-20(2,3)21-13-17(24)14-26-18-11-9-16(10-12-18)23-19(25)22-15-7-5-4-6-8-15/h9-12,15,17,21,24H,4-8,13-14H2,1-3H3,(H2,22,23,25)		R14|R34|	C	
5108	timolol	1-(tert-butylamino)-3-[(4-morpholin-4-yl-1,2,5-thiadiazol-3-yl)oxy]propan-2-ol	CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1	5478		BBB-	InChI=1S/C13H24N4O3S/c1-13(2,3)14-8-10(18)9-20-12-11(15-21-16-12)17-4-6-19-7-5-17/h10,14,18H,4-9H2,1-3H3		R14|R23|	C	
5109	broxaterol	1-(3-bromo-1,2-oxazol-5-yl)-2-(tert-butylamino)ethanol	CC(C)(C)NCC(O)c1cc(Br)no1	71149		BBB-	InChI=1S/C9H15BrN2O2/c1-9(2,3)11-5-6(13)7-4-8(10)12-14-7/h4,6,11,13H,5H2,1-3H3		R14|	C	
5110	clenbuterol	1-(4-amino-3,5-dichlorophenyl)-2-(tert-butylamino)ethanol	CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1	2783		BBB-	InChI=1S/C12H18Cl2N2O/c1-12(2,3)16-6-10(17)7-4-8(13)11(15)9(14)5-7/h4-5,10,16-17H,6,15H2,1-3H3		R14|R23|	C	
5111	dl-pantothenic acid	3-[(2,4-dihydroxy-3,3-dimethylbutanoyl)amino]propanoic acid	CC(C)(CO)C(O)C(=O)NCCC(=O)O	988		BBB-	InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)		R14|	C	
5112	dl-panthenol	2,4-dihydroxy-n-(3-hydroxypropyl)-3,3-dimethylbutanamide	CC(C)(CO)C(O)C(=O)NCCCO	4678		BBB-	InChI=1S/C9H19NO4/c1-9(2,6-12)7(13)8(14)10-4-3-5-11/h7,11-13H,3-6H2,1-2H3,(H,10,14)		R14|	C	
5113	phentermine	2-methyl-1-phenylpropan-2-amine	CC(C)(N)Cc1ccccc1	4771		BBB+	InChI=1S/C10H15N/c1-10(2,11)8-9-6-4-3-5-7-9/h3-7H,8,11H2,1-2H3		R14|R23|	C	
5114	ciprofibrate	2-[4-(2,2-dichlorocyclopropyl)phenoxy]-2-methylpropanoic acid	CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O	2763		BBB-	InChI=1S/C13H14Cl2O3/c1-12(2,11(16)17)18-9-5-3-8(4-6-9)10-7-13(10,14)15/h3-6,10H,7H2,1-2H3,(H,16,17)		R14|	C	
5115	bezafibrate	2-[4-[2-[(4-chlorobenzoyl)amino]ethyl]phenoxy]-2-methylpropanoic acid	CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O	39042		BBB-	InChI=1S/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)		R14|R23|	C	
5116	penicillamine	2-amino-3-methyl-3-sulfanylbutanoic acid	CC(C)(S)C(N)C(=O)O	4727		BBB-	InChI=1S/C5H11NO2S/c1-5(2,9)3(6)4(7)8/h3,9H,6H2,1-2H3,(H,7,8)		R14|R23|	C	
5117	probucol	2,6-ditert-butyl-4-[2-(3,5-ditert-butyl-4-hydroxyphenyl)sulfanylpropan-2-ylsulfanyl]phenol	CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1	4912		BBB-	InChI=1S/C31H48O2S2/c1-27(2,3)21-15-19(16-22(25(21)32)28(4,5)6)34-31(13,14)35-20-17-23(29(7,8)9)26(33)24(18-20)30(10,11)12/h15-18,32-33H,1-14H3		R14|R23|	C	
5118	menatetrenone	2-methyl-3-(3,7,11,15-tetramethylhexadeca-2,6,10,14-tetraenyl)naphthalene-1,4-dione	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1=C(C)C(=O)c2ccccc2C1=O	4056		BBB-	InChI=1S/C31H40O2/c1-22(2)12-9-13-23(3)14-10-15-24(4)16-11-17-25(5)20-21-27-26(6)30(32)28-18-7-8-19-29(28)31(27)33/h7-8,12,14,16,18-20H,9-11,13,15,17,21H2,1-6H3		R14|	C	
5119	2-{[4-(methylethyl)cyclohexyl]carbonylamino}-3-phenylpropanoic acid	3-phenyl-2-[(4-propan-2-ylcyclohexanecarbonyl)amino]propanoic acid	CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1	4443		BBB-	InChI=1S/C19H27NO3/c1-13(2)15-8-10-16(11-9-15)18(21)20-17(19(22)23)12-14-6-4-3-5-7-14/h3-7,13,15-17H,8-12H2,1-2H3,(H,20,21)(H,22,23)		R14|	C	
5120	ergoloidmesylate	n-[2-hydroxy-7-(2-methylpropyl)-5,8-dioxo-4-propan-2-yl-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl]-7-methyl-6,6a,8,9,10,10a-hexahydro-4h-indolo[4,3-fg]quinoline-9-carboxamide	CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3CC4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12	522609		BBB+	InChI=1S/C32H43N5O5/c1-17(2)12-25-29(39)36-11-7-10-26(36)32(41)37(25)30(40)31(42-32,18(3)4)34-28(38)20-13-22-21-8-6-9-23-27(21)19(15-33-23)14-24(22)35(5)16-20/h6,8-9,15,17-18,20,22,24-26,33,41H,7,10-14,16H2,1-5H3,(H,34,38)		R14|	C	
5121	buthiazide	6-chloro-3-(2-methylpropyl)-1,1-dioxo-3,4-dihydro-2h-1lambda6,2,4-benzothiadiazine-7-sulfonamide	CC(C)CC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1	16274		BBB-	InChI=1S/C11H16ClN3O4S2/c1-6(2)3-11-14-8-4-7(12)9(20(13,16)17)5-10(8)21(18,19)15-11/h4-6,11,14-15H,3H2,1-2H3,(H2,13,16,17)		R14|	C	
5122	schembl10264224	oxolan-3-yl n-[4-[(4-aminophenyl)sulfonyl-(2-methylpropyl)amino]-1-phenyl-3-phosphonooxybutan-2-yl]carbamate	CC(C)CN(CC(OP(=O)(O)O)C(Cc1ccccc1)NC(=O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1	11284707		BBB-	InChI=1S/C25H36N3O9PS/c1-18(2)15-28(39(33,34)22-10-8-20(26)9-11-22)16-24(37-38(30,31)32)23(14-19-6-4-3-5-7-19)27-25(29)36-21-12-13-35-17-21/h3-11,18,21,23-24H,12-17,26H2,1-2H3,(H,27,29)(H2,30,31,32)		R14|R23|	C	
5123	disopyramide	4-[di(propan-2-yl)amino]-2-phenyl-2-pyridin-2-ylbutanamide	CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C	3114		BBB-	InChI=1S/C21H29N3O/c1-16(2)24(17(3)4)15-13-21(20(22)25,18-10-6-5-7-11-18)19-12-8-9-14-23-19/h5-12,14,16-17H,13,15H2,1-4H3,(H2,22,25)		R14|R15|	C	
5124	metaproterenol	5-[1-hydroxy-2-(propan-2-ylamino)ethyl]benzene-1,3-diol	CC(C)NCC(O)c1cc(O)cc(O)c1	4086		BBB-	InChI=1S/C11H17NO3/c1-7(2)12-6-11(15)8-3-9(13)5-10(14)4-8/h3-5,7,11-15H,6H2,1-2H3		R14|R15|R23|	C	
5125	oxamniquine	[7-nitro-2-[(propan-2-ylamino)methyl]-1,2,3,4-tetrahydroquinolin-6-yl]methanol	CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1	4612		BBB-	InChI=1S/C14H21N3O3/c1-9(2)15-7-12-4-3-10-5-11(8-18)14(17(19)20)6-13(10)16-12/h5-6,9,12,15-16,18H,3-4,7-8H2,1-2H3		R14|R23|	C	
5126	indecainide hydrochloride	9-[3-(propan-2-ylamino)propyl]fluorene-9-carboxamide	CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21	52195		BBB-	InChI=1S/C20H24N2O/c1-14(2)22-13-7-12-20(19(21)23)17-10-5-3-8-15(17)16-9-4-6-11-18(16)20/h3-6,8-11,14,22H,7,12-13H2,1-2H3,(H2,21,23)		R14|	C	
5127	fenofibrate	propan-2-yl 2-[4-(4-chlorobenzoyl)phenoxy]-2-methylpropanoate	CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1	3339		BBB-	InChI=1S/C20H21ClO4/c1-13(2)24-19(23)20(3,4)25-17-11-7-15(8-12-17)18(22)14-5-9-16(21)10-6-14/h5-13H,1-4H3		R14|R15|R23|	C	
5128	ipriflavone	3-phenyl-7-propan-2-yloxychromen-4-one	CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1	3747		BBB-	InChI=1S/C18H16O3/c1-12(2)21-14-8-9-15-17(10-14)20-11-16(18(15)19)13-6-4-3-5-7-13/h3-12H,1-2H3		R14|	C	
5129	isopropamide iodide	(4-amino-4-oxo-3,3-diphenylbutyl)-methyl-di(propan-2-yl)azanium	CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C	3775		BBB-	InChI=1S/C23H32N2O/c1-18(2)25(5,19(3)4)17-16-23(22(24)26,20-12-8-6-9-13-20)21-14-10-7-11-15-21/h6-15,18-19H,16-17H2,1-5H3,(H-,24,26)/p+1		R14|R23|	C	
5130	rosuvastatin	7-[4-(4-fluorophenyl)-2-[methyl(methylsulfonyl)amino]-6-propan-2-ylpyrimidin-5-yl]-3,5-dihydroxyhept-6-enoic acid	CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O	4979943		BBB-	InChI=1S/C22H28FN3O6S/c1-13(2)20-18(10-9-16(27)11-17(28)12-19(29)30)21(14-5-7-15(23)8-6-14)25-22(24-20)26(3)33(4,31)32/h5-10,13,16-17,27-28H,11-12H2,1-4H3,(H,29,30)		R14|	C	
5131	beta-carotene	1,3,3-trimethyl-2-[3,7,12,16-tetramethyl-18-(2,6,6-trimethylcyclohexen-1-yl)octadeca-1,3,5,7,9,11,13,15,17-nonaenyl]cyclohexene	CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C	573		BBB-	InChI=1S/C40H56/c1-31(19-13-21-33(3)25-27-37-35(5)23-15-29-39(37,7)8)17-11-12-18-32(2)20-14-22-34(4)26-28-38-36(6)24-16-30-40(38,9)10/h11-14,17-22,25-28H,15-16,23-24,29-30H2,1-10H3		R14|	C	
5132	dehydrocholic	4-(10,13-dimethyl-3,7,12-trioxo-1,2,4,5,6,8,9,11,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl)pentanoic acid	CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C	2975		BBB-	InChI=1S/C24H34O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-14,16-18,22H,4-12H2,1-3H3,(H,28,29)		R14|	C	
5133	3,7-dihydroxycholan-24-oic acid	4-(3,7-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl)pentanoic acid	CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C	5645		BBB-	InChI=1S/C24H40O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h14-20,22,25-26H,4-13H2,1-3H3,(H,27,28)		R14|	C	
5134	clobutinol	1-(4-chlorophenyl)-4-(dimethylamino)-2,3-dimethylbutan-2-ol	CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1	26937		BBB-	InChI=1S/C14H22ClNO/c1-11(10-16(3)4)14(2,17)9-12-5-7-13(15)8-6-12/h5-8,11,17H,9-10H2,1-4H3		R14|	C	
5135	isoxsuprine	4-[1-hydroxy-2-(1-phenoxypropan-2-ylamino)propyl]phenol	CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1	3783		BBB-	InChI=1S/C18H23NO3/c1-13(12-22-17-6-4-3-5-7-17)19-14(2)18(21)15-8-10-16(20)11-9-15/h3-11,13-14,18-21H,12H2,1-2H3		R14|	C	
